mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,delta_mfcc_1,delta_mfcc_2,delta_mfcc_3,delta_mfcc_4,delta_mfcc_5,delta_mfcc_6,delta_mfcc_7,delta_mfcc_8,delta_mfcc_9,delta_mfcc_10,delta_mfcc_11,delta_mfcc_12,delta_mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,contrast_1,contrast_2,contrast_3,contrast_4,contrast_5,contrast_6,contrast_7,zcr,file,label,pause_count,avg_pause_duration,max_pause_duration,stammer_count,repeated_words,forgetfulness,sentence_complexity,mean_pitch,mean_intensity,speech_rate,articulation_rate,mfccs_mean,delta_mfccs_mean,chroma_mean,contrast_mean,zcr_mean,transcript
-290.8910217285156,103.3231964111328,31.52179336547852,18.50633430480957,8.285327911376953,-11.99654769897461,-14.400553703308104,2.9997847080230717,-7.950425624847412,1.6049898862838743,-5.08304500579834,3.3681554794311523,-5.722042083740234,0.004694081377238,0.0025019086897373,-0.0212548691779375,-0.014574191533029,0.0088607566431164,-0.0065986532717943,-0.0055643115192651,0.0082052452489733,0.0077463150955736,0.0151032041758298,0.0141605529934167,0.0078109139576554,-0.0079279812052845,0.3490964770317077,0.3432395160198211,0.3819549679756164,0.4020569920539856,0.4227841794490814,0.4400747120380401,0.4273355901241302,0.3843771517276764,0.3635406792163849,0.3799645006656647,0.4126217365264892,0.3912042379379272,20.89450442129849,15.076815421890242,18.82842586930001,17.488915533010914,18.271144840968937,17.66522370490078,31.80706906905541,0.1021576752533783,AbeBurrows_5.wav,alzehiemer,34,0.2117647058823529,1.56,0,48,13,25.133333333333336,132.8722018065893,60.69552302019039,2.7879593246590955,3.102490904550418,"[-290.89103368  103.32319958   31.52179723   18.50633542    8.28532887
  -11.99654763  -14.40055373    2.9997849    -7.95042554    1.6049901
   -5.08304473    3.36815535   -5.72204203]","[ 0.00469405  0.00250191 -0.02125487 -0.0145742   0.00886076 -0.00659866
 -0.00556432  0.00820525  0.00774632  0.01510321  0.01416055  0.00781091
 -0.00792798]","[0.34909633 0.34323903 0.38195526 0.40205726 0.42278446 0.44007494
 0.42733521 0.38437682 0.36354087 0.37996504 0.41262137 0.39120424]","[20.89450442 15.07681541 18.82842587 17.48891553 18.27114484 17.66522371
 31.80706908]",0.1021576752533783,"He was worried when I became a performer, he was worried that I would do what he did. He gave me a long story because once he started to act, he stopped writing.  Bob, they'll be starting. He says he stopped writing gave up the typewriter in there with your bill, and he told me, he started went to the health and beauty had an editorial. That Bob benchley is giving up his typewriter and Bob said, you know what the hell I got married. Should I got about a hundred letters asking for the typewriter? But he walked up the two little words. I love you and I wrote Such a song and we and we became very good friends. He was mad with me but he was one of chiefly encouraged me to stay was riding a nut. Just, you know, when I was acting but I was performing. I did after while nightclub I stopped creating for a while. I can come right here in this weekend. To do the shore, things your best things and you don't dare try anything. New might get hit with a highball glass now. So you for a while."
-298.1248779296875,92.7962417602539,11.258208274841309,10.074308395385742,-14.415175437927246,2.253958225250244,-15.372137069702148,-5.864001274108887,-8.123696327209473,-0.9346086382865906,-0.8807823657989502,-3.468906879425049,-10.37602710723877,-0.0846083760261535,0.1002514436841011,0.0045974282547831,-0.0354661531746387,0.0102137494832277,-0.0010651627089828,0.0099946726113557,-0.0104308882728219,-0.0040029524825513,0.0175198931246995,0.0145705891773104,-0.011716422624886,-0.0138303283601999,0.4149099290370941,0.4018823206424713,0.4101670682430267,0.4123937487602234,0.3848316073417663,0.3688498139381408,0.3754152655601501,0.3941734135150909,0.3889552354812622,0.4317437708377838,0.4139862954616546,0.4236893057823181,21.7040513733314,15.70112783437172,18.173439842396977,16.787609514848555,16.830124638604218,16.819138674288865,30.21926506344146,0.1461292881525347,BarryCohen_5.wav,alzehiemer,29,0.2482758620689655,0.72,0,27,6,22.14444444444444,132.47492317116195,57.88043168121845,1.9802843829822845,2.29144133023625,"[-298.12486719   92.79623666   11.25820882   10.07430936  -14.41517663
    2.25395858  -15.37213748   -5.86400087   -8.12369644   -0.93460836
   -0.8807824    -3.46890703  -10.37602676]","[-0.08460839  0.10025144  0.00459744 -0.03546616  0.01021376 -0.00106516
  0.00999467 -0.01043089 -0.00400294  0.0175199   0.0145706  -0.01171642
 -0.01383033]","[0.41491013 0.40188269 0.41016725 0.41239352 0.38483168 0.36884987
 0.3754153  0.3941734  0.38895562 0.43174348 0.41398625 0.42368936]","[21.70405138 15.70112784 18.17343985 16.78760951 16.83012464 16.81913868
 30.21926507]",0.1461292881525347,"We should be doing something about his Bush tries, and when you ask them, why they aren't, that's how was the band that at the calculation, of natural disasters. Earthquakes, volcanoes tsunamis United, but I said, why did you include Bush pods? And then they said, that's because it's a natural disaster. I said, hang on a minute. What is the police? That's a third of its carbon emissions? And that's a national disaster. Said now, it's not probably according to police about 54,000 bushfires a year in Australia, average, and all that 20 to 30,000 and Eric awesome. How is Austin a natural disaster?"
-290.1509094238281,122.68228912353516,6.487182140350342,22.66075134277344,6.4323506355285645,-4.6739654541015625,-10.450406074523926,-2.3820607662200928,-7.630840301513672,1.7259937524795532,-0.6906182765960693,1.5158354043960571,-2.955209255218506,-0.0577348805963993,0.0022320025600492,0.0200953371822834,0.0358139239251613,0.0184461306780576,-0.0037935501895844,0.0050918571650981,-0.0016781099839136,-0.0070639890618622,-0.0100305024534463,-0.0198471993207931,-0.0040758587419986,0.0016052768332883,0.3642657399177551,0.4034030437469482,0.4824353158473968,0.5037237405776978,0.4567869007587433,0.4613218903541565,0.4117917716503143,0.3679848909378052,0.3697158694267273,0.3601232767105102,0.3867549002170563,0.4013244807720184,22.86648649552278,14.120054364744174,18.411773839943063,16.38104247453297,18.392048319626905,19.628221839179783,29.35348867232841,0.0861923120169243,BenBradlee_15.wav,alzehiemer,24,0.19875,0.6,0,60,15,30.0,137.20462134128508,61.21517653123874,3.182918890769431,3.45777631943698,"[-290.15093355  122.68228314    6.48718282   22.66075259    6.43235103
   -4.6739657   -10.45040644   -2.38206054   -7.63084024    1.72599397
   -0.69061817    1.51583524   -2.95520935]","[-0.0577349   0.00223201  0.02009533  0.03581392  0.01844612 -0.00379355
  0.00509186 -0.00167811 -0.00706399 -0.01003051 -0.0198472  -0.00407586
  0.00160528]","[0.36426561 0.40340272 0.48243537 0.50372403 0.45678623 0.46132193
 0.41179214 0.36798481 0.36971619 0.3601235  0.38675499 0.40132429]","[22.8664865  14.12005436 18.41177384 16.38104247 18.39204832 19.62822184
 29.35348867]",0.0861923120169243,"And that we were we were just desperate as Elliot and if it's some of the people, you know, we were just desperate that we are going to be sold to some guy who made who made catch up. And we thought there were, you know, we could we maybe we could influence this. So I called up G one night at 11 and I said I want to talk to you about buying a new sweet because there's some get a chance of making a great magazine that and he said, oh why don't you come over now? So I can run over there at 11. I stay till 5 in the morning and he said we'll go back now and the write all this down and tell me about the people. So I didn't go to bed. I came back at 9, I left at 50 page document and 17 days later we owned it. I mean, an incredible turns out he was at that time in it, and he was a manic-depressive, and it was at that time, animatic mood, and he did it. He did it."
-199.21543884277344,106.74436950683594,-7.775825977325439,19.73454475402832,-4.810340404510498,0.7150762677192688,-14.80795669555664,-7.878012180328369,-6.074315071105957,-6.830225944519043,-7.885684490203857,-5.620168209075928,-11.804169654846191,0.0746791064739227,0.0483782477676868,0.0215267669409513,-0.0208399705588817,0.0073694819584488,0.0006610837881453,-0.0305483620613813,-0.0350802652537822,0.0045888423919677,-0.0108869411051273,-0.0002436651266179,0.0089875413104891,-0.0136914616450667,0.4138422310352325,0.4289169609546661,0.4066933393478393,0.3985947668552398,0.3622270226478576,0.3806813359260559,0.3961950242519378,0.4174630343914032,0.4319531619548797,0.4048539698123932,0.400904893875122,0.4047774970531463,20.92996469684081,15.777296492023169,18.158899768355223,16.308391870144305,17.883649893644233,20.525396061401256,32.55018786273752,0.1248112101658043,BenBradlee_5.wav,alzehiemer,15,0.312,1.17,0,12,0,25.7,138.5507302158691,67.10810073127293,2.323397012302608,2.6942285106500896,"[-199.21544903  106.74437378   -7.77582513   19.73454588   -4.81034011
    0.71507605  -14.80795778   -7.87801215   -6.0743156    -6.83022573
   -7.88568491   -5.62016816  -11.80417037]","[ 0.07467907  0.04837827  0.02152677 -0.02083997  0.00736949  0.00066108
 -0.03054835 -0.03508026  0.00458884 -0.01088694 -0.00024366  0.00898754
 -0.01369146]","[0.41384253 0.42891678 0.4066933  0.39859474 0.36222695 0.38068149
 0.39619495 0.41746298 0.43195305 0.40485406 0.40090507 0.40477765]","[20.92996469 15.7772965  18.15889976 16.30839186 17.88364989 20.52539607
 32.55018786]",0.1248112101658043,"Yeah, I know, I wish I could tell you that I knew early. I thought  wow, look, once once we traced the money in the pocket of the burglars,  To a man who had given given that money to the committee to reelect, the president United States. We said, oh my God, it's in the White House, this is comes from the Republicans. And then once it was the money that first time, we need to get them on"
-471.4599304199219,133.3041229248047,37.536319732666016,25.1474723815918,9.09819221496582,6.168714046478272,-0.5476210713386536,0.4435845911502838,-1.4747319221496582,1.7425957918167114,-2.616230010986328,2.2767791748046875,-0.92061448097229,-0.1666056364774704,-0.0436986796557903,0.1016378328204155,0.0562562346458435,0.0062578092329204,-0.0142500847578048,-0.0070786564610898,-0.0034099726472049,-0.0164885763078928,-0.0026612246874719,0.0148168783634901,0.0101167969405651,-0.0070401011034846,0.4561312794685364,0.4012080132961273,0.4063183963298797,0.3990815281867981,0.3496560752391815,0.3974978327751159,0.446251630783081,0.4789053201675415,0.4844349920749664,0.5160927176475525,0.5242222547531128,0.5262703895568848,18.134967723159047,14.115626536353288,17.96810986687869,16.14703561113352,15.512365798883332,14.408145840159314,22.34228820984153,0.0416274943106127,CharlesBronson_10.wav,alzehiemer,49,0.3324489795918367,2.52,1,15,5,9.275,112.0107985497484,47.94612931135695,1.5271441190200592,2.788348505540258,"[-4.71459921e+02  1.33304117e+02  3.75363203e+01  2.51474728e+01
  9.09819199e+00  6.16871451e+00 -5.47621500e-01  4.43585255e-01
 -1.47473202e+00  1.74259630e+00 -2.61623026e+00  2.27677961e+00
 -9.20614794e-01]","[-0.16660564 -0.04369869  0.10163783  0.05625624  0.00625781 -0.01425009
 -0.00707865 -0.00340997 -0.01648859 -0.00266123  0.01481688  0.01011679
 -0.0070401 ]","[0.45613102 0.40120773 0.4063185  0.39908149 0.34965599 0.39749794
 0.44625138 0.47890508 0.48443475 0.51609238 0.52422235 0.52627036]","[18.13496771 14.11562655 17.96810987 16.14703561 15.5123658  14.40814584
 22.34228821]",0.0416274943106127,"All her stuff is still. There are clothes and makes up the the whole thing is still there. She was Far brighter than me.  She has many talents.  No way.  Not because it was so bad because it was so nice. I could never.  If I was married again, I would make be making comparisons."
-701.6556396484375,77.53639221191406,134.6834259033203,20.89039421081543,37.05581665039063,9.508885383605955,9.79260540008545,10.824055671691896,5.000633716583252,2.650874376296997,7.130708694458008,6.09101676940918,9.73315143585205,0.2318206429481506,0.1349314451217651,-0.0350149795413017,-0.0405977815389633,-0.0548249669373035,0.0087554259225726,0.0249135605990886,0.0196629110723733,-0.0489514134824276,-0.0599349811673164,-0.0232752375304698,-0.0112325241789221,0.0192251168191432,0.488157719373703,0.4864960014820099,0.4467839896678924,0.4390541017055511,0.4517740607261657,0.4824296832084656,0.4657295048236847,0.4246854484081268,0.438263475894928,0.4396367967128753,0.4832367897033691,0.4826172590255737,18.106332146749025,17.290028248202265,25.658413381139145,20.41511804257865,15.214871328828226,26.382427780594742,27.3349018771271,0.1068129428597383,CharlesBronson_15.wav,alzehiemer,23,0.3169565217391304,1.35,0,0,0,3.0,130.60344276909564,39.80766275091264,0.1363477549489974,0.2039073750748722,"[-701.65568236   77.53640322  134.68343465   20.89039453   37.05582056
    9.50888506    9.79260634   10.82405595    5.00063386    2.65087412
    7.13070898    6.09101689    9.73315171]","[ 0.23182068  0.13493144 -0.03501501 -0.04059779 -0.05482497  0.00875543
  0.02491352  0.01966292 -0.04895144 -0.05993498 -0.02327523 -0.01123252
  0.0192251 ]","[0.4881578  0.48649599 0.44678403 0.43905417 0.45177413 0.48242965
 0.46572943 0.42468574 0.43826333 0.43963668 0.48323651 0.48261711]","[18.10633216 17.29002826 25.65841338 20.41511803 15.21487134 26.38242777
 27.33490189]",0.1068129428597383,(No speech detected)
-312.8208312988281,134.69900512695312,13.516310691833496,23.62501716613769,-1.092333436012268,-1.9677780866622925,0.0232538077980279,-7.355578899383545,-2.719196557998657,12.081742286682127,-0.8169530630111694,-0.0149621628224849,4.669757843017578,-0.0044710412621498,-0.0305017791688442,0.0189940109848976,0.0161829534918069,0.0272823311388492,-0.0047816741280257,-0.0238359309732913,0.0362375304102897,-0.011227405630052,-0.0160801503807306,-0.0002772873558569,-0.0034242016263306,0.0006852603401057,0.3750028908252716,0.408598393201828,0.4362632036209106,0.4250741302967071,0.405146449804306,0.4108346104621887,0.4122847616672516,0.4171485006809234,0.4517349600791931,0.4666098654270172,0.4476822316646576,0.4116666316986084,20.31424710620889,15.169673364497992,17.666357187819365,16.588464468782647,17.836559088899588,19.14058009530263,25.32167461644686,0.0906317395309643,CharlesKKao_0.wav,alzehiemer,52,0.225576923076923,1.26,0,24,7,15.72222222222222,119.40937446288414,60.62514087971942,1.6426606102484167,1.9732876903311047,"[-3.12820854e+02  1.34699017e+02  1.35163089e+01  2.36250194e+01
 -1.09233355e+00 -1.96777760e+00  2.32538369e-02 -7.35557896e+00
 -2.71919671e+00  1.20817423e+01 -8.16953041e-01 -1.49623702e-02
  4.66975767e+00]","[-0.00447106 -0.03050178  0.01899399  0.01618296  0.02728233 -0.00478168
 -0.02383592  0.03623753 -0.0112274  -0.01608015 -0.00027729 -0.0034242
  0.00068526]","[0.37500336 0.40859897 0.43626334 0.42507383 0.40514646 0.41083451
 0.41228473 0.41714841 0.45173533 0.46661008 0.44768222 0.41166679]","[20.31424712 15.16967336 17.66635719 16.58846448 17.83655909 19.14058009
 25.32167461]",0.0906317395309643,"I started to work in the industry in 1957 and joined the research lab in 1970 and by the time I get to really into the fiber like it was already in 1963.  The.  Tried to my 5:00. I was working on microwave systems Festival. I think it's pure development work of a product  and then when I went to Str,  that's the research lab. I decided that that's a very wonderful time to joining the. So the new generations of wideband transmission medium that's why I was first of all the circular like how many metric? Waveguide. So I was working at the starting point of 90/60 a circular wave Qaeda and its related."
-374.5426025390625,105.8367919921875,10.274730682373049,16.682453155517578,3.3026316165924072,-7.120717525482178,-10.668903350830078,-8.914355278015137,0.2765050828456878,-1.1448616981506348,-2.0155086517333984,-1.4361766576766968,-1.9681612253189087,-0.0355939231812953,-0.0227678716182708,0.0064352783374488,0.0105369035154581,0.0145609900355339,0.0037721891421824,-0.0003414984676055,0.0099240383133292,0.0003333317290525,-0.0115053597837686,-0.006462933961302,0.0051634558476507,0.0050072795711457,0.3556551933288574,0.3699128031730652,0.4151722490787506,0.3683060109615326,0.3712061941623688,0.399215966463089,0.4105462431907654,0.4506608545780182,0.4543033838272095,0.4540763199329376,0.4317191243171692,0.3814372718334198,18.71731910441282,15.339589985582666,18.459266306570147,16.36516892144028,18.081129502940588,17.686802279420217,25.305939962185256,0.0973924080163526,DavidMilch_10.wav,alzehiemer,66,0.2886363636363637,1.89,1,34,12,25.77777777777778,111.51371856706486,50.78710040917284,1.5333205556620362,1.9450111521019864,"[-3.74542615e+02  1.05836795e+02  1.02747328e+01  1.66824527e+01
  3.30263170e+00 -7.12071769e+00 -1.06689037e+01 -8.91435439e+00
  2.76504978e-01 -1.14486146e+00 -2.01550858e+00 -1.43617689e+00
 -1.96816106e+00]","[-0.03559394 -0.02276788  0.00643528  0.0105369   0.014561    0.00377219
 -0.0003415   0.00992404  0.00033333 -0.01150536 -0.00646293  0.00516346
  0.00500728]","[0.35565521 0.36991287 0.41517154 0.36830593 0.37120548 0.39921586
 0.41054649 0.45066026 0.45430329 0.45407619 0.43171894 0.38143692]","[18.7173191  15.33958999 18.45926631 16.36516892 18.0811295  17.68680227
 25.30593997]",0.0973924080163526,"So, how many of you think about writing as a prospective occupation?  Not too many, huh.  So really, this is, this is more of a kind of disappeared. It's like a liberal arts thing, right? Okay. Well then I I think that,  maybe it would be useful before, plunging into the Arcana of that show to just talk more generally about my experience of the relationship between  my work and Society generally, and, and also the ideas of what working in a mass medium is for an artist didn't supposed to say, you know, the idea hundred years ago, was your kind of writing privately. And, you know, if  5000 people read your work. That'd, you know, that'd be a good good deal, and there was also kind of a presupposition about that. The reader  Of your work."
-448.3980102539063,103.03562927246094,-6.758236885070801,15.75489330291748,-12.386364936828612,-15.953161239624023,-14.33934497833252,-20.04544258117676,-7.540627479553223,-7.131061553955078,-7.506565570831299,-5.026316642761231,-8.298260688781738,-0.1043085530400276,-0.003428783500567,-0.0064740246161818,-0.0054061734117567,0.0080452868714928,0.0084818359464406,0.0068139052018523,0.0032529577147215,-0.0043441392481327,-0.0065206647850573,0.0006849009077996,-0.0035457534249871,0.0008957819081842,0.3558660447597503,0.3343832790851593,0.3619084358215332,0.3554762005805969,0.3565161526203155,0.3972903192043304,0.384689062833786,0.3871731460094452,0.4028259217739105,0.4026059508323669,0.3964139521121979,0.373129278421402,24.146313299476983,15.584730803381486,19.73025779232768,16.808515765135635,18.03339813806237,19.36722937543649,23.5717644671513,0.142227145729648,DavidMilch_15.wav,alzehiemer,44,0.3095454545454545,1.32,1,42,13,36.0,117.84319543651208,45.165892291242,2.3554377836663725,2.775432188467556,"[-448.39801671  103.03563405   -6.75823646   15.75489528  -12.38636465
  -15.95316102  -14.33934582  -20.04544286   -7.54062835   -7.13106134
   -7.50656578   -5.02631701   -8.29826055]","[-0.10430857 -0.00342877 -0.00647404 -0.00540617  0.00804528  0.00848184
  0.0068139   0.00325296 -0.00434414 -0.00652066  0.0006849  -0.00354575
  0.00089578]","[0.35586625 0.33438333 0.36190855 0.35547631 0.35651595 0.39729056
 0.38468912 0.38717312 0.40282558 0.40260615 0.39641388 0.37312899]","[24.1463133  15.5847308  19.73025779 16.80851576 18.03339813 19.36722938
 23.57176448]",0.142227145729648,"I should have been on for a couple of years and there was so much about its approach, the multiple storylines, and that to which I gravitated, but I didn't feel. I felt that it was a bit of a sanitized version of  What police work was having been incarcerated myself on a number of occasions always through false accusations misunderstanding.  So when I came on the first character that I introduced was a character named Sal benedetto, who was a bad cop? Who was always beating up Charlie Haden and so on who seemed to me to be a more accurate representation of at least, one aspect of policing and he wined up the bank and they send the robot in. He, he, he was hiding in the vault and they sent a robot in so they can watch what he's doing. And he starts beating a robot with his fists and let, you know, he's a kind of unreconstructed is a Luddite, you know, he hates technology. Anyway, in those days, you couldn't have such a cop as a regular, and they made me kill him. But then several years later, I was put in charge of the show. And so I brought the character back as Bunch this guy."
-285.851806640625,134.47467041015625,11.106921195983888,25.833181381225582,9.972235679626465,3.9085445404052734,-2.490870952606201,2.260547161102295,-8.476092338562012,-1.5629723072052002,-4.986260890960693,-6.888674736022949,-13.281832695007324,-0.0037628207355737,-0.0396428219974041,-0.0023458448704332,0.0313652120530605,0.0103889564052224,-0.0116788204759359,-0.0017576925456523,0.0084924064576625,0.0040578697808086,-0.0041177091188728,0.0081110605970025,-0.0006642236839979,-0.0050420095212757,0.2290258407592773,0.2881712317466736,0.3339071273803711,0.3091064393520355,0.3636269867420196,0.4010016620159149,0.5272344946861267,0.5411373376846313,0.4837518036365509,0.4346060156822204,0.3318183720111847,0.2855812311172485,22.873517805929552,15.162986290967291,17.732111606651806,16.90534511106358,18.425701536338497,17.473997837501113,27.90348220200533,0.0630484921930526,DennisMoore_5.wav,alzehiemer,26,0.0703846153846153,0.24,1,76,15,39.14736842105263,101.340582269114,63.01681800569189,3.677113854442948,3.753419609066039,"[-285.85179703  134.47466412   11.10692      25.83318287    9.97223563
    3.90854544   -2.49087143    2.26054793   -8.47609189   -1.56297171
   -4.98626095   -6.88867441  -13.28183304]","[-0.00376283 -0.03964283 -0.00234584  0.03136521  0.01038896 -0.01167882
 -0.00175769  0.00849241  0.00405787 -0.00411771  0.00811106 -0.00066422
 -0.00504201]","[0.22902572 0.28817138 0.33390683 0.30910629 0.36362719 0.40100183
 0.52723451 0.54113782 0.48375162 0.43460525 0.33181793 0.28558127]","[22.8735178  15.16298629 17.7321116  16.90534512 18.42570153 17.47399784
 27.9034822 ]",0.0630484921930526,"About our troops in Afghanistan and Iraq and they said, they're there for for about two six months in apartment offence. Bring some back for 2 weeks, what they call R&R, rest, and recuperation with their family and then go back and they finish their three-year the next part of the story. I heard, I couldn't believe they said the Department of Defense is bringing him back to the East Coast, putting down in Baltimore and Lana. They're told him here, you pay your own way home. Oh, by the way, be back in two weeks when we get you back to Iraq, I didn't believe it. I had my staff check and it was true. I filed a bill about two weeks later to require the apartment offence, to pay the domestic travel and every time. And within 10 days to weeks at 138 co-sponsors, Republicans and Democrats side on this pill stuck in my pocket, we went over the White House Christmas party and I saw a guy named on Rumsfeld, I walked over to him as soon as your picture and then at 4 and talk for a minute and I'll get you my pocket and hand in this loony. So what is this? I told him. You said,  I said, I would really appreciate if you could help me get this done for a group. They said, let me see what I can do and get back with you. He never called me back. Never wrote me back with two weeks after I talk to him Incorporated. My bill until defense, department budget, retroactive September 1101, just like, I'd written. It's a law that really felt good and I had two and five back home to members. The Army come up to me and thank me for doing the build. They said, you know, I didn't even come back from Iraq because I knew you didn't have the money to get home. This was before my bill."
